index	CTD_id	UMLS_CUI	type	
7555	D001391	C0004501	chemical
7556	D008472	C0025051	chemical
7557	D008062	C0023789	chemical
7558	D009764	C0028752	chemical
7559	C425886	C0966136	chemical
7560	D000078784	C3661282	chemical
7561	C066851	C0083448	chemical
7562	C038574	C0055689	chemical
7563	C069357	C0102687	chemical
7564	D000077547	C2974289	chemical
7565	C471767	C1174632	chemical
7566	C073601	C0166258	chemical
7567	C041269	C0066410	chemical
7568	D002511	C3536856	chemical
7569	C062018	C0526471	chemical
7570	C495479	C1564931	chemical
7571	C042166	C0055933	chemical
7572	C010972	C0061633	chemical
7573	C017557	C0068688	chemical
7574	D005907	C0017631	chemical
7575	C105260	C0537565	chemical
7576	C090701	C0291459	chemical
7577	D009853	C0028978	chemical
7578	C045313	C0051916	chemical
7579	D013450	C0038761	chemical
7580	C027859	C0066803	chemical
7581	C047365	C0064720	chemical
7582	C555746	C2975874	chemical
7583	C006463	C0051225	chemical
7584	C055357	C0063829	chemical
7585	D015049	C0043534	chemical
7586	C446685	C1120186	chemical
7587	C095476	C2930555	chemical
7588	C501656	C1570507	chemical
7589	C044626	C0055981	chemical
7590	D005672	C0016875	chemical
7591	C114209	C0756934	chemical
7592	D002928	C0008788	chemical
7593	D000549	C0002413	chemical
7594	D003687	C0011185	chemical
7595	C112433	C0675294	chemical
7596	C025043	C0078080	chemical
7597	D000077553	C0070694	chemical
7598	C115705	C0760067	chemical
7599	C044387	C0067319	chemical
7600	C093896	C0298163	chemical
7601	D000487	C0002119	chemical
7602	D001961	C0006215	chemical
7603	C015358	C0066415	chemical
7604	C013484	C0057946	chemical
7605	C084832	C0033424	chemical
7606	C555559	C2975627	chemical
7607	C103490	C0533979	chemical
7608	C447880	C1120586	chemical
7609	D000077267	C0935916	chemical
7610	C055368	C0060144	chemical
7611	C005308	C0068881	chemical
7612	D024508	C0949647	chemical
7613	D020909	C0050393	chemical
7614	C542870	C2719767	chemical
7615	C039772	C0064270	chemical
7616	D011725	C0034255	chemical
7617	D006632	C0019588	chemical
7618	C072125	C0107190	chemical
7619	C507242	C1685383	chemical
7620	C034321	C0052150	chemical
7621	C475772	C1259768	chemical
7622	C100006	C0072279	chemical
7623	C038931	C0055143	chemical
7624	C021601	C0074120	chemical
7625	C547405	C2932137	chemical
7626	C067940	C0526754	chemical
7627	C104066	C0535186	chemical
7628	C071454	C0648350	chemical
7629	C000588486	C3849983	chemical
7630	D011796	C0034403	chemical
7631	C112485	C0675409	chemical
7632	C514816	C1744059	chemical
7633	C006312	C0060706	chemical
7634	D001547	C0005024	chemical
7635	D006493	C0019134	chemical
7636	C470178	C1173329	chemical
7637	C076944	C0654158	chemical
7638	D011166	C0032712	chemical
7639	D008293	C0024546	chemical
7640	C519903	C1957178	chemical
7641	D007978	C0023556	chemical
7642	C005682	C0281466	chemical
7643	C075889	C0170737	chemical
7644	C500218	C1568719	chemical
7645	C002630	C0051285	chemical
7646	C026023	C0045211	chemical
7647	C009074	C0068172	chemical
7648	C009196	C0073951	chemical
7649	C078038	C0655425	chemical
7650	C097067	C0384521	chemical
7651	C010616	C0069010	chemical
7652	C120129	C0769553	chemical
7653	C027248	C0054038	chemical
7654	C415128	C0961691	chemical
7655	C118460	C0765885	chemical
7656	C084650	C0000948	chemical
7657	D060754	C0059497	chemical
7658	D008345	C0024706	chemical
7659	D016729	C0085272	chemical
7660	D000077402	C0081876	chemical
7661	C558933	C2825622	chemical
7662	C001546	C0064993	chemical
7663	C009281	C0074737	chemical
7664	C079693	C0213387	chemical
7665	D000068538	C0754659	chemical
7666	D008670	C0025552	chemical
7667	D005659	C0392419	chemical
7668	D009627	C0028277	chemical
7669	D000069449	C1337242	chemical
7670	D004042	C0012172	chemical
7671	C030087	C0065060	chemical
7672	C526146	C2948088	chemical
7673	C041041	C0077973	chemical
7674	C064876	C0085038	chemical
7675	C017822	C0045863	chemical
7676	C005458	C0066255	chemical
7677	C046833	C0244833	chemical
7678	C010902	C0112691	chemical
7679	C027118	C0057899	chemical
7680	C068332	C0645276	chemical
7681	D010890	C0031978	chemical
7682	C084825	C0039936	chemical
7683	C013270	C0075672	chemical
7684	C010329	C0052745	chemical
7685	D003839	C0011476	chemical
7686	C054084	C0632162	chemical
7687	D005730	C3536867	chemical
7688	C049346	C0208387	chemical
7689	C020733	C0057684	chemical
7690	D000498	C0002156	chemical
7691	C023505	C0045143	chemical
7692	C482793	C1699861	chemical
7693	D000420	C0001927	chemical
7694	C032943	C0066465	chemical
7695	C029082	C0075336	chemical
7696	C499843	C1568135	chemical
7697	C005210	C0049314	chemical
7698	D003642	C0011064	chemical
7699	D013989	C0040209	chemical
7700	C030722	C0049984	chemical
7701	D006634	C0019592	chemical
7702	D003916	C0011817	chemical
7703	C004809	C0064030	chemical
7704	C034483	C0072634	chemical
7705	C509670	C0443400	chemical
7706	C070571	C0128666	chemical
7707	C115058	C0758715	chemical
7708	C055542	C0063984	chemical
7709	C042315	C0130561	chemical
7710	D005001	C0015023	chemical
7711	D005632	C0016745	chemical
7712	C009540	C0077072	chemical
7713	D007480	C0022028	chemical
7714	D005020	C0015063	chemical
7715	D006710	C0019878	chemical
7716	D000070	C0000946	chemical
7717	C067713	C0125179	chemical
7718	C586541	C3851350	chemical
7719	C052920	C0077180	chemical
7720	C414990	C0961644	chemical
7721	C104543	C0536139	chemical
7722	C027278	C0077935	chemical
7723	C031251	C0078771	chemical
7724	C010306	C0077964	chemical
7725	C027321	C0611667	chemical
7726	C559335	C3177543	chemical
7727	C033457	C0136568	chemical
7728	C036930	C0077589	chemical
7729	C016599	C0066718	chemical
7730	C514822	C0717368	chemical
7731	C045153	C0065756	chemical
7732	D001645	C0005382	chemical
7733	C521487	C1958799	chemical
7734	C067228	C0082091	chemical
7735	D010404	C0030840	chemical
7736	D009525	C0027996	chemical
7737	D004143	C0012484	chemical
7738	C548433	C2933032	chemical
7739	C116441	C0761631	chemical
7740	D009240	C0027229	chemical
7741	D012676	C0036656	chemical
7742	D015853	C0010658	chemical
7743	C408047	C0914220	chemical
7744	C034013	C0054134	chemical
7745	C101705	C0530353	chemical
7746	C003121	C0070815	chemical
7747	D001310	C0004320	chemical
7748	D020148	C0054312	chemical
7749	C400142	C0910013	chemical
7750	C000614724	C4505794	chemical
7751	C483858	C1450468	chemical
7752	C478058	C1312379	chemical
7753	C521995	C1959341	chemical
7754	C003714	C0058252	chemical
7755	C002587	C0063830	chemical
7756	C029166	C0057167	chemical
7757	C558416	C3181457	chemical
7758	C040468	C0620549	chemical
7759	C089876	C0289630	chemical
7760	C002503	C0053529	chemical
7761	C071485	C0108513	chemical
7762	D007502	C0022086	chemical
7763	C087651	C0255600	chemical
7764	C005499	C0062964	chemical
7765	C117406	C0763678	chemical
7766	C066392	C0643425	chemical
7767	D009892	C0029112	chemical
7768	C106128	C0539313	chemical
7769	C068090	C0103196	chemical
7770	D012765	C0036965	chemical
7771	C089957	C0289798	chemical
7772	D005424	C0016229	chemical
7773	D013994	C0040221	chemical
7774	D016597	C0085176	chemical
7775	C559056	C3177329	chemical
7776	C032290	C0071313	chemical
7777	C034039	C1302059	chemical
7778	D002858	C0008575	chemical
7779	D013861	C0039887	chemical
7780	D005857	C0017479	chemical
7781	D002784	C0008377	chemical
7782	D011190	C0032826	chemical
7783	C021229	C0134420	chemical
7784	C556284	C3179944	chemical
7785	C402921	C0911365	chemical
7786	C079049	C0212181	chemical
7787	C545666	C2744418	chemical
7788	D005447	C0016299	chemical
7789	C105354	C0754549	chemical
7790	C065095	C0083473	chemical
7791	C547346	C2932090	chemical
7792	C517140	C1870572	chemical
7793	C024714	C0054838	chemical
7794	D010833	C0031855	chemical
7795	C036937	C0617865	chemical
7796	C098607	C0387841	chemical
7797	D011809	C0034435	chemical
7798	C100195	C0078264	chemical
7799	D000535	C0002367	chemical
7800	C111120	C0672445	chemical
7801	D019833	C0061202	chemical
7802	C532683	C2605400	chemical
7803	C523483	C2000261	chemical
7804	C410523	C0915548	chemical
7805	D008926	C0026234	chemical
7806	C112019	C0674396	chemical
7807	C044610	C0059862	chemical
7808	D024841	C0949665	chemical
7809	C093389	C0297145	chemical
7810	C074191	C0527129	chemical
7811	C480342	C1433509	chemical
7812	C084776	C0031407	chemical
7813	C008180	C0162986	chemical
7814	C036919	C0076239	chemical
7815	C525921	C2003619	chemical
7816	C524862	C2002163	chemical
7817	C033310	C0044067	chemical
7818	D009292	C0027410	chemical
7819	C568516	C3252825	chemical
7820	C028701	C0057542	chemical
7821	D064098	C0937846	chemical
7822	C084519	C0662731	chemical
7823	C504897	C1615006	chemical
7824	D008785	C0025845	chemical
7825	C037413	C0043946	chemical
7826	C000588695	C3852318	chemical
7827	C090111	C0290131	chemical
7828	C528070	C1134470	chemical
7829	C581034	C3659430	chemical
7830	D009550	C0028076	chemical
7831	C030101	C0072317	chemical
7832	C026411	C0074909	chemical
7833	C101948	C0530857	chemical
7834	D011433	C0033497	chemical
7835	C059213	C0064888	chemical
7836	D014289	C0041028	chemical
7837	C019174	C0608148	chemical
7838	D014757	C0042700	chemical
7839	D008714	C0025645	chemical
7840	C012621	C0058193	chemical
7841	C036685	C0046877	chemical
7842	C523074	C1999907	chemical
7843	D008927	C0026236	chemical
7844	C009764	C0139697	chemical
7845	C499366	C1567736	chemical
7846	C037304	C0056838	chemical
7847	C107594	C0664570	chemical
7848	C585912	C3713334	chemical
7849	C513228	C1743667	chemical
7850	D017671	C0206135	chemical
7851	C517861	C1876212	chemical
7852	C464444	C1142863	chemical
7853	C010452	C0059626	chemical
7854	D048628	C1449860	chemical
7855	D002491	C0007680	chemical
7856	C477182	C1311517	chemical
7857	C014515	C0058414	chemical
7858	C070515	C0091914	chemical
7859	C016276	C0050057	chemical
7860	D014970	C0043318	chemical
7861	C487834	C1454049	chemical
7862	C015735	C0065141	chemical
7863	D000996	C0003449	chemical
7864	C033635	C0115779	chemical
7865	C009465	C0076470	chemical
7866	C006308	C0066142	chemical
7867	D022362	C0170300	chemical
7868	D013943	C0040096	chemical
7869	C000623387	C4548714	chemical
7870	D012794	C0037025	chemical
7871	D000165	C0001185	chemical
7872	D016627	C0085196	chemical
7873	C065427	C0083259	chemical
7874	C029955	C0046462	chemical
7875	C559491	C3177640	chemical
7876	C062258	C0070135	chemical
7877	C119129	C0767379	chemical
7878	C104457	C0907349	chemical
7879	D011929	C0034738	chemical
7880	C008247	C0064631	chemical
7881	C004354	C0057834	chemical
7882	C051883	C0043872	chemical
7883	D052999	C1720912	chemical
7884	C095428	C2347538	chemical
7885	C057364	C0069585	chemical
7886	C505862	C1667386	chemical
7887	C016538	C0064990	chemical
7888	C015429	C0070562	chemical
7889	D005680	C0016904	chemical
7890	C411103	C0915860	chemical
7891	D025443	C0012290	chemical
7892	C501029	C1569856	chemical
7893	C037320	C0044598	chemical
7894	D002038	C0006385	chemical
7895	D017963	C0052796	chemical
7896	C000608764	C4278208	chemical
7897	C067134	C0050078	chemical
7898	C551701	C2936137	chemical
7899	C070187	C0087585	chemical
7900	C003140	C0071013	chemical
7901	C104525	C0304097	chemical
7902	D000959	C0003364	chemical
7903	D016576	C0085161	chemical
7904	C118947	C0766962	chemical
7905	D012844	C0037167	chemical
7906	D003271	C0009873	chemical
7907	C061181	C0058942	chemical
7908	D000632	C0002586	chemical
7909	C465960	C1143770	chemical
7910	C561899	C3252028	chemical
7911	D005233	C0015694	chemical
7912	D000227	C0001413	chemical
7913	C044565	C0045644	chemical
7914	D016655	C0085219	chemical
7915	C043836	C0068408	chemical
7916	C025741	C0544336	chemical
7917	C010809	C0077497	chemical
7918	C438312	C1101492	chemical
7919	C065533	C0084572	chemical
7920	C005185	C0077147	chemical
7921	D000068759	C0771469	chemical
7922	C116381	C0761495	chemical
7923	D002355	C1608295	chemical
7924	C038016	C0061790	chemical
7925	C028328	C0043804	chemical
7926	C031025	C0060653	chemical
7927	C024565	C0015081	chemical
7928	C552046	C2974459	chemical
7929	C105370	C0537803	chemical
7930	D000731	C0002854	chemical
7931	C035933	C0074903	chemical
7932	D000700	C0002771	chemical
7933	C031409	C0074176	chemical
7934	C060298	C0637803	chemical
7935	C572045	C4329353	chemical
7936	D012645	C0036584	chemical
7937	D017035	C0085542	chemical
7938	C009265	C0353697	chemical
7939	C021341	C0054999	chemical
7940	D007608	C0022471	chemical
7941	C005317	C0058762	chemical
7942	C515661	C1870188	chemical
7943	C500988	C1569816	chemical
7944	C020809	C0076339	chemical
7945	D001545	C0005014	chemical
7946	C120147	C0769598	chemical
7947	D020911	C0064326	chemical
7948	C045596	C0047415	chemical
7949	D060729	C3178985	chemical
7950	D012990	C0037595	chemical
7951	D011294	C0033051	chemical
7952	C086108	C0288688	chemical
7953	C516023	C1873342	chemical
7954	C069293	C0148080	chemical
7955	C034399	C0075216	chemical
7956	C022616	C0076427	chemical
7957	D000077482	C0108411	chemical
7958	C008288	C0065043	chemical
7959	C084584	C0033459	chemical
7960	C051272	C0143266	chemical
7961	C038091	C0054302	chemical
7962	C057996	C0635696	chemical
7963	C000081	C0097249	chemical
7964	C570879	C3490980	chemical
7965	C443959	C1100626	chemical
7966	D000077769	C0140591	chemical
7967	C576262	C3500923	chemical
7968	C023898	C0144208	chemical
7969	C076175	C0653264	chemical
7970	C567989	C3253217	chemical
7971	C066444	C0082060	chemical
7972	C451780	C1170013	chemical
7973	C519464	C1956722	chemical
7974	C055603	C0208801	chemical
7975	C586406	C3849553	chemical
7976	D019314	C0057277	chemical
7977	D004917	C0014806	chemical
7978	C037850	C0071174	chemical
7979	C071262	C0142426	chemical
7980	C104820	C0536682	chemical
7981	C100442	C0391054	chemical
7982	C001427	C0044747	chemical
7983	C076256	C0171471	chemical
7984	C074761	C0168534	chemical
7985	C046412	C0053286	chemical
7986	D063325	C0886927	chemical
7987	C031967	C0525678	chemical
7988	C011423	C0056236	chemical
7989	D005439	C0016282	chemical
7990	C002356	C0066488	chemical
7991	D012602	C0036443	chemical
7992	C064764	C0701492	chemical
7993	D002118	C0006675	chemical
7994	C015542	C0047845	chemical
7995	D002981	C0008947	chemical
7996	C084830	C0005011	chemical
7997	D014988	C0043355	chemical
7998	C022961	C0071048	chemical
7999	C003934	C0074445	chemical
8000	C015842	C0045771	chemical
8001	C010723	C0067955	chemical
8002	C056855	C0165064	chemical
8003	D007528	C0022176	chemical
8004	C078046	C0655432	chemical
8005	C010715	C0057660	chemical
8006	D005419	C0596577	chemical
8007	C025399	C0074776	chemical
8008	C059922	C0061822	chemical
8009	C098214	C0386977	chemical
8010	D007208	C0021234	chemical
8011	C120861	C0908254	chemical
8012	D018685	C0242903	chemical
8013	C079769	C0965645	chemical
8014	D026403	C0141313	chemical
8015	C013150	C0068742	chemical
8016	C508238	C1700651	chemical
8017	C078456	C0717670	chemical
8018	C553724	C2973949	chemical
8019	D001971	C0006230	chemical
8020	C042413	C0096517	chemical
8021	D004113	C0012384	chemical
8022	C004858	C0058371	chemical
8023	C517409	C1873151	chemical
8024	C008435	C0066344	chemical
8025	C025204	C0077666	chemical
8026	C031479	C0100110	chemical
8027	C101207	C0529351	chemical
8028	C034080	C0616053	chemical
8029	D000499	C0002157	chemical
8030	C533093	C2605561	chemical
8031	D017239	C0144576	chemical
8032	C104428	C0535928	chemical
8033	C032208	C0207661	chemical
8034	D002245	C0007012	chemical
8035	C081587	C0936139	chemical
8036	C106124	C0539305	chemical
8037	C028690	C0283953	chemical
8038	D009602	C0028197	chemical
8039	C046249	C0055862	chemical
8040	C035985	C0053127	chemical
8041	C554161	C2976067	chemical
8042	C479163	C2930696	chemical
8043	C516978	C1872566	chemical
8044	C013528	C0059873	chemical
8045	C027329	C0611671	chemical
8046	C489251	C1506053	chemical
8047	C056640	C0078459	chemical
8048	D010667	C0031500	chemical
8049	D014975	C0043328	chemical
8050	D007654	C0022625	chemical
8051	C027235	C0061008	chemical
8052	C093180	C0296702	chemical
8053	C049739	C0067672	chemical
8054	C415329	C0961781	chemical
8055	C069277	C0109400	chemical
8056	C026114	C0046596	chemical
8057	C004777	C0057219	chemical
8058	C038491	C0051235	chemical
8059	C489138	C1505957	chemical
8060	D007520	C0022154	chemical
8061	C488176	C1454756	chemical
8062	D044503	C0049308	chemical
8063	C072876	C0100724	chemical
8064	C109755	C0669380	chemical
8065	C083152	C0220014	chemical
8066	C061302	C0638294	chemical
8067	C452139	C1121746	chemical
8068	C005111	C0066139	chemical
8069	D000077237	C0052416	chemical
8070	C441070	C1099643	chemical
8071	C012598	C0139494	chemical
8072	C050147	C0047115	chemical
8073	D010697	C0031567	chemical
8074	D000596	C0002520	chemical
8075	C584056	C3712785	chemical
8076	D011346	C0033229	chemical
8077	C031875	C0064774	chemical
8078	C017032	C0081660	chemical
8079	C027125	C0047625	chemical
8080	D003064	C0009223	chemical
8081	C101246	C0529422	chemical
8082	C090557	C0291111	chemical
8083	C000596368	C4042388	chemical
8084	D017973	C0206448	chemical
8085	C109078	C0717880	chemical
8086	C470213	C1173367	chemical
8087	D002726	C0008240	chemical
8088	C054959	C0632910	chemical
8089	C508274	C1701976	chemical
8090	C558581	C3181603	chemical
8091	C112356	C0675133	chemical
8092	C001899	C0077274	chemical
8093	C033132	C0052794	chemical
8094	C065350	C0246233	chemical
8095	C547874	C2932546	chemical
8096	C468130	C1172202	chemical
8097	C061526	C0526440	chemical
8098	D017265	C0072032	chemical
8099	D011412	C0033442	chemical
8100	C471071	C1174119	chemical
8101	C038950	C0062986	chemical
8102	C000604982	C4076905	chemical
8103	C435084	C1097130	chemical
8104	C015262	C0044052	chemical
8105	D009184	C0026964	chemical
8106	D000069059	C0286651	chemical
8107	C038672	C0131282	chemical
8108	D008751	C0025746	chemical
8109	D008463	C0025023	chemical
8110	C502971	C1609720	chemical
8111	C019370	C0043660	chemical
8112	C000607202	C4278917	chemical
8113	C119033	C0767153	chemical
8114	D004737	C0014277	chemical
8115	C012102	C0058772	chemical
8116	D008750	C0025741	chemical
8117	C008728	C0069729	chemical
8118	C100573	C0072261	chemical
8119	D019304	C0075210	chemical
8120	C562237	C3253806	chemical
8121	C001390	C0046196	chemical
8122	C004446	C0052506	chemical
8123	C119872	C0768986	chemical
8124	C513821	C1744086	chemical
8125	C010423	C0078792	chemical
8126	C002746	C0068952	chemical
8127	C526719	C2351554	chemical
8128	D014494	C0041738	chemical
8129	C046301	C0074270	chemical
8130	C403944	C0912019	chemical
